Employee ID,Name,Age,Department,Salary,Salary Range,Senior Employee with High Salaries
22841,Christopher Sherman,26.0,IT,79859.0,Medium,False
22856,Christopher Obrien,40.0,Marketing,79859.0,Medium,False
22859,Marcus Kelley,60.0,IT,52084.0,Medium,False
22860,Gary Richardson,29.0,IT,112850.0,High,False
22861,Victor Bailey,33.0,Marketing,102284.0,High,False
22865,Timothy Ward,33.0,Finance,92959.0,Medium,False
22866,Jessica Ponce,23.0,IT,81251.0,Medium,False
22867,Edward Ramirez,56.0,Admin,63345.0,Medium,False
22869,Nicholas Haynes,38.0,HR,94683.0,Medium,False
22882,Ebony Martinez,28.0,Operations,95451.0,Medium,False
22890,Cassidy Park,40.0,Operations,79859.0,Medium,False
22901,Daniel Jensen,41.0,Operations,60027.0,Medium,False
22908,Meghan Howard,50.0,HR,57782.0,Medium,False
22909,Ronnie Thompson,33.0,HR,45509.0,Low,False
22909,Vanessa Rollins,27.0,Finance,98460.0,Medium,False
22912,Beverly Vincent,29.0,Operations,86612.0,Medium,False
22914,Kevin Turner,41.0,HR,71385.0,Medium,False
22915,Holly Turner,56.0,Finance,100504.0,High,True
22920,Stephen Carter,43.0,Finance,57427.0,Medium,False
22924,Keith Anderson,44.0,Operations,82933.0,Medium,False
22935,Amanda Taylor,54.0,Marketing,41429.0,Low,False
22941,Denise Long,54.0,Admin,83858.0,Medium,True
22943,Mark Copeland,39.0,Finance,106368.0,High,False
22972,Danielle Hernandez,39.0,Sales,79859.0,Medium,False
22973,Michele Scott,28.0,Finance,91509.0,Medium,False
22975,Joel Hartman,36.0,Finance,43101.0,Low,False
22977,Tiffany Oconnor,40.0,HR,81791.0,Medium,False
22988,Tina Graham,36.0,Finance,79859.0,Medium,False
22991,Crystal Rodriguez,48.0,Operations,54204.0,Medium,False
23001,Mrs. Jessica Ruiz,59.0,Finance,115804.0,High,True
23011,Jorge Skinner,24.0,Admin,79859.0,Medium,False
23023,Crystal Scott,42.0,HR,48303.0,Low,False
23027,Lisa Figueroa,43.0,IT,76801.0,Medium,False
23028,Brian Thomas,56.0,Finance,47937.0,Low,False
23030,Laura Le,32.0,IT,75198.0,Medium,False
23034,Amanda Banks,40.0,Sales,80933.0,Medium,False
23038,Brian Ross,31.0,Marketing,52551.0,Medium,False
23039,Michael Thompson,41.0,IT,107837.0,High,False
23074,Adrian Gordon,39.0,Marketing,104338.0,High,False
23103,Peter Long,59.0,Sales,79859.0,Medium,False
23110,Scott Mcintosh,59.0,Sales,79859.0,Medium,False
23162,Gabrielle Simmons,36.0,Admin,88206.0,Medium,False
23168,Billy Lucas,27.0,Sales,118871.0,High,False
23177,Whitney Gates,47.0,Sales,116323.0,High,False
23192,Deborah Rogers,57.0,IT,104947.0,High,True
23205,Daniel Drake,48.0,HR,102084.0,High,False
23224,Jamie Collins,40.0,HR,98277.0,Medium,False
23226,Jeffrey Sellers,60.0,Marketing,69257.0,Medium,False
23235,Tammy Camacho,33.0,Finance,66893.0,Medium,False
23236,Jean Steele,22.0,Finance,102627.0,High,False
23237,Joshua Rogers,43.0,HR,51128.0,Medium,False
23241,Anne Jenkins,24.0,IT,116374.0,High,False
23244,Nicole Watson,37.0,HR,62320.0,Medium,False
23280,George Morales,35.0,Finance,50540.0,Medium,False
23283,Melissa Morris,49.0,Operations,83618.0,Medium,False
23285,Maurice Hart,29.0,Admin,50568.0,Medium,False
23293,Cindy Spears,44.0,IT,76311.0,Medium,False
23298,Terry Conway,30.0,HR,80856.0,Medium,False
23335,Hannah Owen,37.0,Operations,61779.0,Medium,False
23342,Shawn Morrison,40.0,Sales,105744.0,High,False
23354,Kimberly Robinson,27.0,Finance,50098.0,Medium,False
23360,Mark Welch,45.0,Finance,44640.0,Low,False
23364,Stephen Suarez,29.0,Marketing,72497.0,Medium,False
23365,Taylor Collins,40.0,Sales,79859.0,Medium,False
23381,Carlos Wilcox,26.0,IT,101657.0,High,False
23388,Diane Turner,36.0,Finance,79859.0,Medium,False
23391,Deborah Hammond,38.0,IT,53420.0,Medium,False
23392,Blake Underwood,44.0,IT,63064.0,Medium,False
23399,Toni Hernandez,47.0,Marketing,59063.0,Medium,False
23403,Lisa Irwin,34.0,HR,113601.0,High,False
23405,Dr. Jonathan Pope Jr.,22.0,Marketing,94325.0,Medium,False
23409,Morgan Myers,21.0,Finance,93934.0,Medium,False
23414,Angel Farrell,46.0,IT,58235.0,Medium,False
23422,Valerie White,24.0,IT,40891.0,Low,False
23424,Bryce Smith,57.0,Finance,79859.0,Medium,False
23431,Matthew Combs,48.0,IT,96456.0,Medium,False
23434,Thomas Ferrell,29.0,Sales,45225.0,Low,False
23438,Lee Jackson,40.0,IT,107042.0,High,False
23447,Dana Parks,35.0,Finance,46345.0,Low,False
23451,Vicki Davis,20.0,Finance,44863.0,Low,False
23458,Antonio Jennings,40.0,IT,74485.0,Medium,False
23460,James Graham,40.0,Marketing,103420.0,High,False
23461,Rebekah Alvarez,42.0,HR,57403.0,Medium,False
23466,Joseph Nelson,31.0,Sales,89026.0,Medium,False
23473,Toni Grimes,37.0,Finance,92433.0,Medium,False
23473,Debra Williams,39.0,Finance,66916.0,Medium,False
23477,Sharon Williams,40.0,Finance,103897.0,High,False
23486,Benjamin Ruiz,39.0,HR,79859.0,Medium,False
23501,Cynthia Perez,40.0,Operations,43871.0,Low,False
23501,Carl Brady,26.0,Finance,64237.0,Medium,False
23502,Jackson Howell,48.0,Admin,105205.0,High,False
23505,Martin Rogers,42.0,Admin,66862.0,Medium,False
23527,Zachary Hayes,41.0,IT,58473.0,Medium,False
23528,Troy Alvarez,40.0,Admin,91879.0,Medium,False
23529,Adam Stanley,41.0,IT,53094.0,Medium,False
23545,Victoria Peterson,58.0,Marketing,88377.0,Medium,True
23547,David Green,57.0,Operations,100713.0,High,True
23548,Amy Porter,43.0,Finance,66102.0,Medium,False
23561,Kelly Klein,40.0,Finance,47521.0,Low,False
23568,Lisa Curtis,20.0,Admin,79859.0,Medium,False
23569,Calvin Morgan,21.0,Admin,98910.0,Medium,False
23570,Harold Harris,53.0,Operations,108623.0,High,True
23572,Dustin Hill,46.0,Finance,89245.0,Medium,False
23573,Lindsay Dickson,53.0,Marketing,41612.0,Low,False
23578,Karen Combs,35.0,Operations,114492.0,High,False
23596,John Lee,34.0,Admin,106586.0,High,False
23605,Kevin Flores,45.0,Admin,79859.0,Medium,False
23609,Cheyenne Patrick,28.0,Sales,98325.0,Medium,False
23610,Michael Case,23.0,IT,68883.0,Medium,False
23625,Christopher Mendez,40.0,IT,44074.0,Low,False
23632,Rachel Bradford,49.0,Sales,85666.0,Medium,False
23635,Wayne Day,27.0,Operations,85696.0,Medium,False
23639,Donald Flores,55.0,Finance,62026.0,Medium,False
23643,Matthew Tyler,52.0,Admin,119127.0,High,True
23664,Benjamin King,43.0,Operations,95590.0,Medium,False
23672,Jennifer Washington,46.0,Finance,79442.0,Medium,False
23680,Jennifer Phillips,40.0,Finance,87575.0,Medium,False
23682,Andrew Abbott,45.0,Operations,50771.0,Medium,False
23686,Jamie Rhodes,29.0,Finance,56458.0,Medium,False
23689,Margaret Robertson,57.0,Operations,114162.0,High,True
23691,Amy Lucas,26.0,Sales,54037.0,Medium,False
23696,Cristian Williams,32.0,Operations,53445.0,Medium,False
23700,Jon Reynolds,45.0,Finance,76328.0,Medium,False
23703,Jeremiah Gibbs,40.0,Operations,64776.0,Medium,False
23704,Wendy Mack,58.0,Finance,109565.0,High,True
23706,Joseph James,59.0,Operations,101640.0,High,True
23714,Tonya Webb,45.0,Finance,81278.0,Medium,False
23723,Andrew Garcia,48.0,Finance,98687.0,Medium,False
23729,Rachel Thomas,24.0,Sales,105827.0,High,False
23733,Robert Conley,52.0,Finance,75229.0,Medium,False
23733,Crystal Carr,40.0,Sales,79859.0,Medium,False
23743,William Buckley,42.0,HR,96977.0,Medium,False
23750,Christian Cisneros,51.0,Marketing,110370.0,High,True
23752,Kevin Gray,37.0,Marketing,79859.0,Medium,False
23769,David Fritz,36.0,Operations,79859.0,Medium,False
23770,Heidi Parker,57.0,Finance,86864.0,Medium,True
23774,David Medina,58.0,Operations,99275.0,Medium,True
23775,Tammy Price,59.0,IT,73738.0,Medium,False
23787,Gregory Vasquez,40.0,Operations,51802.0,Medium,False
23793,Holly Brown,40.0,Finance,58635.0,Medium,False
23814,Cynthia Morrison,31.0,HR,75470.0,Medium,False
23818,Joshua Ibarra,51.0,Finance,41291.0,Low,False
23819,Jeffrey Martinez,47.0,HR,73629.0,Medium,False
23823,Margaret Woods,54.0,Operations,96951.0,Medium,True
23836,Robert Ward,35.0,Sales,55096.0,Medium,False
23842,Donna Miller,41.0,Finance,48334.0,Low,False
23847,Madison Ramirez,40.0,Marketing,114695.0,High,False
23852,Jonathan Johnson,56.0,Sales,86204.0,Medium,True
23857,Nicholas Smith,32.0,Marketing,92370.0,Medium,False
23857,William Moss,33.0,HR,46196.0,Low,False
23879,Kim Carroll,35.0,Marketing,75065.0,Medium,False
23880,Brian Oliver,20.0,Finance,50366.0,Medium,False
23887,Richard Hess,50.0,Finance,74949.0,Medium,False
23890,Jacqueline Reyes,56.0,Finance,73087.0,Medium,False
23901,Danielle Wilkinson,50.0,Sales,79859.0,Medium,False
23911,Alyssa Rose,41.0,Finance,43438.0,Low,False
23914,Cynthia Montgomery,21.0,Marketing,71772.0,Medium,False
23929,Joseph Mccormick,29.0,HR,89353.0,Medium,False
23943,John Tyler,46.0,Admin,68616.0,Medium,False
23947,Mary Gentry,36.0,IT,68288.0,Medium,False
23949,Cory Mccarthy,35.0,Marketing,79859.0,Medium,False
23952,Joshua Estes,44.0,Finance,116541.0,High,False
23956,Brenda Kaufman,54.0,IT,96958.0,Medium,True
23958,Deborah Lewis,51.0,HR,84576.0,Medium,True
23964,Kelly Carrillo,25.0,Operations,114928.0,High,False
23966,Sheila Lang,60.0,Admin,88866.0,Medium,True
23970,Cassandra Reynolds,57.0,HR,55154.0,Medium,False
23973,Michelle Bishop,38.0,Sales,48081.0,Low,False
23978,Theresa Caldwell,48.0,Operations,59593.0,Medium,False
23996,Lawrence Ferguson,26.0,Sales,116988.0,High,False
24004,John Mclean,59.0,Finance,64562.0,Medium,False
24008,Brittany Cole,40.0,Finance,70851.0,Medium,False
24013,Cheryl Reynolds,32.0,Sales,72845.0,Medium,False
24014,Christopher Gonzalez,30.0,Marketing,88167.0,Medium,False
24019,Monica Hawkins,40.0,Finance,86135.0,Medium,False
24021,Laura Johnson,20.0,Finance,65815.0,Medium,False
24022,Alfred Tyler,27.0,HR,75065.0,Medium,False
24032,Michael Powell,58.0,Marketing,85580.0,Medium,True
24041,Victoria Adkins,26.0,HR,90529.0,Medium,False
24041,Natasha Ortiz,52.0,Finance,73371.0,Medium,False
24058,Sandra Johnson,40.0,IT,67106.0,Medium,False
24060,Kathleen Hughes,20.0,Marketing,106225.0,High,False
24066,Leah Weber,49.0,Sales,109707.0,High,False
24076,Danielle Johnson DDS,48.0,Finance,112799.0,High,False
24080,Bobby Hernandez,40.0,Finance,42534.0,Low,False
24085,Jacob Hutchinson,40.0,Admin,99069.0,Medium,False
24089,Shawna Figueroa,20.0,Marketing,115838.0,High,False
24091,Lisa Gray,22.0,Admin,100699.0,High,False
24103,Jillian Powell,43.0,Admin,79859.0,Medium,False
24129,Charles Mitchell,52.0,IT,79859.0,Medium,False
24166,Sarah Wilson,30.0,Marketing,56637.0,Medium,False
24172,Frances Chapman,37.0,IT,92004.0,Medium,False
24172,Pamela Williams,53.0,Marketing,90300.0,Medium,True
24181,Jill Paul,56.0,Admin,111745.0,High,True
24183,Amanda Wright,29.0,IT,97620.0,Medium,False
24197,Austin Leonard,29.0,Sales,61815.0,Medium,False
24201,William Reed,35.0,Finance,100204.0,High,False
24210,David Jones,20.0,Finance,79859.0,Medium,False
24214,Nicole Hamilton,26.0,Operations,92591.0,Medium,False
24216,James Garcia,21.0,HR,48475.0,Low,False
24221,John Watkins,58.0,Operations,115122.0,High,True
24224,James Crawford,40.0,HR,95854.0,Medium,False
24229,Hunter White,37.0,Operations,95343.0,Medium,False
24232,Bobby Pruitt,22.0,Sales,80430.0,Medium,False
24252,Richard Wallace,40.0,Finance,104334.0,High,False
24263,Jenny Jones,27.0,IT,50768.0,Medium,False
24292,Kelly Moore,53.0,Finance,56399.0,Medium,False
24293,Kelly Dickerson,55.0,Operations,75048.0,Medium,False
24297,Jamie Alvarez,40.0,Marketing,88635.0,Medium,False
24307,Hayley Murphy,31.0,Marketing,81901.0,Medium,False
24307,Kelly Hines,27.0,Finance,71857.0,Medium,False
24308,Susan Wilson,55.0,Operations,87591.0,Medium,True
24313,Christopher Bell,40.0,Sales,54081.0,Medium,False
24343,Michael Flores,26.0,Finance,79859.0,Medium,False
24356,Travis Martinez,22.0,Operations,52680.0,Medium,False
24360,Crystal Villa,40.0,Marketing,51949.0,Medium,False
24363,Michelle Garcia,26.0,Operations,90351.0,Medium,False
24369,Valerie Hunt,40.0,Finance,51036.0,Medium,False
24369,Robert Moss,22.0,Sales,95205.0,Medium,False
24372,Diane Owens,41.0,Finance,107494.0,High,False
24379,Samantha Floyd,42.0,Admin,98085.0,Medium,False
24382,Douglas Wilcox,21.0,HR,118786.0,High,False
24401,Emily Nguyen,40.0,Sales,110897.0,High,False
24409,Jonathan Zimmerman,31.0,Finance,68087.0,Medium,False
24414,Connie Thornton,21.0,Sales,114635.0,High,False
24422,Andrew Smith,50.0,Sales,60091.0,Medium,False
24428,Michael Snow,29.0,HR,47634.0,Low,False
24439,Phillip Ayala,44.0,Operations,79859.0,Medium,False
24439,Taylor Fisher,40.0,HR,90760.0,Medium,False
24442,Anna Chaney,40.0,Finance,79859.0,Medium,False
24447,Kimberly Rodriguez,37.0,HR,102917.0,High,False
24448,Kimberly Perry,59.0,Admin,94591.0,Medium,True
24450,Robert James,37.0,Finance,115873.0,High,False
24453,Jordan Hart,31.0,Finance,116186.0,High,False
24454,Mrs. Dawn Wright DVM,52.0,Sales,117960.0,High,True
24459,Angela Hanna,40.0,Admin,79859.0,Medium,False
24464,Margaret Kennedy,38.0,Operations,70824.0,Medium,False
24470,David Nguyen,53.0,Finance,111719.0,High,True
24479,Karen Davis,28.0,IT,99483.0,Medium,False
24484,Jimmy Porter,20.0,HR,74613.0,Medium,False
24494,Bradley Casey,38.0,Sales,82599.0,Medium,False
24515,Renee Travis,59.0,Finance,71249.0,Medium,False
24516,Craig Hubbard,59.0,Operations,118903.0,High,True
24527,Laura Price,28.0,IT,84986.0,Medium,False
24530,Amy Chapman,27.0,Sales,68789.0,Medium,False
24532,David Jordan,50.0,Admin,44077.0,Low,False
24538,Beverly Young,40.0,HR,93774.0,Medium,False
24541,Alexander Fisher,40.0,HR,117462.0,High,False
24543,Michael Hogan,42.0,Admin,79859.0,Medium,False
24546,Debbie Paul,50.0,Sales,119291.0,High,False
24552,Adrienne Smith,20.0,Operations,91826.0,Medium,False
24559,Charlene Dixon,58.0,Operations,63876.0,Medium,False
24573,Jason Lane,40.0,Sales,116591.0,High,False
24574,David Allen,60.0,Admin,63592.0,Medium,False
24584,John Jones,23.0,HR,112088.0,High,False
24594,Melissa Yates,40.0,Marketing,110077.0,High,False
24595,Julian Fernandez,44.0,Marketing,73868.0,Medium,False
24596,Ryan Shaw,39.0,Admin,58355.0,Medium,False
24599,Lisa Richard,33.0,Finance,67614.0,Medium,False
24609,Ricky Strickland,25.0,Operations,96900.0,Medium,False
24626,Ashley Thompson,27.0,HR,107399.0,High,False
24627,Molly Mcclure,46.0,Finance,80508.0,Medium,False
24629,Alejandra Wise,34.0,Admin,79859.0,Medium,False
24629,Jeffrey Swanson,24.0,Sales,79859.0,Medium,False
24642,Jose Park,23.0,IT,117587.0,High,False
24647,Roy Johnson,40.0,Sales,91634.0,Medium,False
24655,Mr. Alfred Smith Jr.,56.0,Sales,79859.0,Medium,False
24662,Veronica Alexander,35.0,IT,107987.0,High,False
24669,Bradley Mitchell,53.0,Marketing,54923.0,Medium,False
24674,Douglas Hunter,22.0,Admin,98374.0,Medium,False
24680,Jennifer Jones,37.0,Operations,42407.0,Low,False
24695,Michael Robbins,30.0,IT,49753.0,Low,False
24700,Steven Rojas,50.0,Admin,99517.0,Medium,False
24706,Monica Nelson,21.0,IT,45858.0,Low,False
24714,Regina Bell,40.0,IT,118564.0,High,False
24729,John Perez,37.0,Admin,83245.0,Medium,False
24742,Kimberly Cook,46.0,Sales,43350.0,Low,False
24746,Allison Fuller,32.0,HR,75690.0,Medium,False
24751,Mary Smith,47.0,Sales,88106.0,Medium,False
24752,Melinda Barker,40.0,HR,65653.0,Medium,False
24763,Gregory Perry,45.0,Finance,110040.0,High,False
24766,John Walker,48.0,IT,79979.0,Medium,False
24767,Dawn Torres,54.0,IT,79651.0,Medium,False
24774,Charlotte Cortez,37.0,HR,79859.0,Medium,False
24783,Paul Wise,53.0,HR,44064.0,Low,False
24788,Charles Reed,60.0,Sales,79859.0,Medium,False
24792,Lisa Diaz,46.0,IT,89539.0,Medium,False
24803,Claire Cross,42.0,IT,56732.0,Medium,False
24808,Gina Garcia,33.0,Finance,79859.0,Medium,False
24825,Melissa Nunez,40.0,Operations,112956.0,High,False
24842,Bruce Ellis,24.0,Finance,72762.0,Medium,False
24843,Cheyenne Mccullough,22.0,Finance,79859.0,Medium,False
24862,Daniel Fisher,27.0,HR,79859.0,Medium,False
24872,Dr. Cody Anderson MD,32.0,Finance,40813.0,Low,False
24873,Anita Flores,56.0,IT,89607.0,Medium,True
24877,Alexandra Anderson,45.0,Finance,61540.0,Medium,False
24884,Ryan Davis,49.0,Operations,53580.0,Medium,False
24886,Carla Jackson,50.0,Operations,114899.0,High,False
24886,Brenda Garrett,20.0,Finance,60586.0,Medium,False
24889,Lauren Adams,56.0,Operations,53733.0,Medium,False
24890,Yesenia Meyer,44.0,Sales,45961.0,Low,False
24896,Angela Peterson,30.0,IT,99401.0,Medium,False
24897,Richard Robles,38.0,IT,63138.0,Medium,False
24911,Sean Andrade,54.0,Sales,46036.0,Low,False
24916,Katherine Williams,56.0,IT,79859.0,Medium,False
24922,Eric Schneider,58.0,Operations,100213.0,High,True
24930,Thomas Olson,34.0,Admin,114930.0,High,False
24934,Donald Hall,33.0,Finance,53024.0,Medium,False
24936,Steven Hernandez,29.0,Finance,69928.0,Medium,False
24937,Patricia Baker,29.0,Marketing,110086.0,High,False
24940,Selena Miller,25.0,HR,40969.0,Low,False
24944,Jermaine Luna,56.0,Finance,48708.0,Low,False
24944,Steven Cooper,33.0,Marketing,75522.0,Medium,False
24952,Leslie Baldwin,21.0,Sales,100795.0,High,False
24962,Amanda Hunt,25.0,Sales,79859.0,Medium,False
24966,Scott Gonzalez,45.0,Sales,42950.0,Low,False
24971,James Lowe,22.0,Admin,116341.0,High,False
24976,Carol Richard,48.0,HR,57773.0,Medium,False
24976,Billy Fields,55.0,HR,117124.0,High,True
24977,Christopher Zimmerman,40.0,Admin,71589.0,Medium,False
24993,Kenneth Hoffman,48.0,HR,116559.0,High,False
25001,Jenna Duncan,28.0,Operations,79878.0,Medium,False
25011,Kevin Hoffman,28.0,Finance,76640.0,Medium,False
25012,Courtney Thompson,20.0,Operations,64039.0,Medium,False
25017,Anthony Smith,56.0,Admin,114027.0,High,True
25023,Sara Coleman,33.0,Sales,79859.0,Medium,False
25024,Sue Huang,20.0,Finance,79859.0,Medium,False
25032,Tina Williams,51.0,Finance,101801.0,High,True
25034,Diana Underwood,23.0,Marketing,53222.0,Medium,False
25038,Theresa Joseph,20.0,Finance,60199.0,Medium,False
25046,Anne Ruiz,25.0,Operations,114065.0,High,False
25050,Ann Castillo,34.0,Admin,79859.0,Medium,False
25056,Amy Moss,24.0,IT,93306.0,Medium,False
25059,Brian Kennedy,40.0,Operations,88963.0,Medium,False
25059,Ashley Gonzalez,25.0,IT,52518.0,Medium,False
25066,Terry Castro,51.0,Operations,66546.0,Medium,False
25103,Keith Holmes,25.0,Finance,66256.0,Medium,False
25103,Jeffrey Glass,45.0,HR,104093.0,High,False
25104,Philip Johnson,26.0,Admin,78097.0,Medium,False
25116,Matthew Mitchell,43.0,Finance,79859.0,Medium,False
25131,Yvette Chan,28.0,Admin,87126.0,Medium,False
25137,Casey Rhodes,50.0,Sales,108761.0,High,False
25146,Mary Carney,33.0,Operations,103659.0,High,False
25148,Corey Wong,57.0,Admin,56401.0,Medium,False
25148,Robert Barnett,57.0,Marketing,89877.0,Medium,True
25154,Thomas Morton,35.0,Operations,49269.0,Low,False
25158,Dustin Ramsey,28.0,Sales,107008.0,High,False
25161,Jeremy Smith,55.0,Operations,106301.0,High,True
25172,Dr. Jonathan Miranda,50.0,IT,72634.0,Medium,False
25175,Melissa Lynch,49.0,Finance,96247.0,Medium,False
25176,David Blake,50.0,Finance,79859.0,Medium,False
25184,Luis Knight,56.0,HR,46436.0,Low,False
25189,Kathy Galvan,27.0,Admin,75403.0,Medium,False
25195,Amber White,20.0,Marketing,58163.0,Medium,False
25208,Noah Daniel,29.0,Marketing,91220.0,Medium,False
25214,Joshua Duncan,50.0,Admin,62320.0,Medium,False
25216,Bruce Tate,40.0,Sales,87548.0,Medium,False
25216,Andrea Campbell,46.0,Finance,79859.0,Medium,False
25216,Daniel Roy,45.0,Sales,87175.0,Medium,False
25217,Alicia Hurst,23.0,Operations,92334.0,Medium,False
25221,Mark Powell,28.0,Sales,87897.0,Medium,False
25230,Kenneth Gray,40.0,Sales,50891.0,Medium,False
25230,Benjamin Reynolds,40.0,HR,62041.0,Medium,False
25232,Megan Carson,48.0,Admin,45448.0,Low,False
25235,Bruce Mcintosh,22.0,IT,42935.0,Low,False
25256,Brian Robles,43.0,Finance,53487.0,Medium,False
25267,James Cummings,49.0,Operations,97352.0,Medium,False
25267,Caleb Le,44.0,HR,84105.0,Medium,False
25268,Curtis Gaines,26.0,IT,66701.0,Medium,False
25271,Anthony Harrington,22.0,IT,64229.0,Medium,False
25286,Steven Patterson,40.0,HR,48544.0,Low,False
25294,Tammy Long,27.0,IT,72666.0,Medium,False
25309,Matthew Sosa,38.0,HR,105741.0,High,False
25311,Miranda Gates,58.0,Finance,113578.0,High,True
25315,Theresa Stephens,31.0,Admin,116321.0,High,False
25323,Chris Long,34.0,Finance,76153.0,Medium,False
25324,Adrienne Walker,52.0,IT,107898.0,High,True
25326,Matthew Nelson,30.0,Sales,62656.0,Medium,False
25334,Miranda Green,34.0,HR,47468.0,Low,False
25356,Tara Moore,39.0,Finance,99882.0,Medium,False
25360,Sharon West,40.0,Admin,44756.0,Low,False
25366,Tony Jones,29.0,Finance,83658.0,Medium,False
25382,Robert Romero,37.0,Marketing,81703.0,Medium,False
25404,Travis Ramirez,48.0,Finance,118946.0,High,False
25410,Cole Clark,46.0,Admin,87540.0,Medium,False
25448,Ronald Bowen,35.0,Finance,43538.0,Low,False
25454,Diana Benton,57.0,Finance,93009.0,Medium,True
25458,Christopher Kerr,24.0,HR,99375.0,Medium,False
25460,Keith Andrews,40.0,Admin,79859.0,Medium,False
25464,Jennifer Lopez,44.0,Finance,117888.0,High,False
25466,Jonathan Vargas,29.0,HR,45446.0,Low,False
25470,Melanie Dunn,20.0,Marketing,74483.0,Medium,False
25471,Rebecca Smith,43.0,Finance,72663.0,Medium,False
25471,Crystal English,53.0,HR,116786.0,High,True
25479,Deborah Holland,39.0,HR,54931.0,Medium,False
25487,Scott West,49.0,Sales,99662.0,Medium,False
25504,Jennifer Russo,25.0,Marketing,78862.0,Medium,False
25504,Joseph Gould,51.0,Sales,69487.0,Medium,False
25517,Ryan West,21.0,Marketing,93733.0,Medium,False
25528,Caroline Lane,40.0,IT,119540.0,High,False
25564,Dr. Tyrone Oconnor,28.0,Finance,75600.0,Medium,False
25570,Eric Mueller,40.0,Sales,62399.0,Medium,False
25578,Catherine Ibarra,40.0,IT,74493.0,Medium,False
25580,Steven Moore,23.0,Admin,79859.0,Medium,False
25584,Jerome Calderon,42.0,Finance,70492.0,Medium,False
25592,Emily Thomas,40.0,HR,56982.0,Medium,False
25596,James Andrews,40.0,Finance,96428.0,Medium,False
25604,Alisha Sanders,21.0,Finance,99653.0,Medium,False
25604,Jeff Martinez,34.0,Finance,69325.0,Medium,False
25605,Mary Gomez,21.0,Marketing,90698.0,Medium,False
25609,Patricia Decker,21.0,Admin,49861.0,Low,False
25609,Theresa Schmidt,31.0,HR,65091.0,Medium,False
25617,Rebecca Torres,46.0,Finance,86898.0,Medium,False
25618,Andrea Wilson,55.0,HR,62831.0,Medium,False
25621,Zachary Floyd,20.0,Finance,79859.0,Medium,False
25627,Henry Miller,22.0,HR,80011.0,Medium,False
25645,Matthew Wright,36.0,Marketing,115702.0,High,False
25657,Courtney Williams,41.0,IT,52515.0,Medium,False
25657,Matthew Williams,43.0,Sales,79859.0,Medium,False
25664,Brenda Kennedy,55.0,Finance,65312.0,Medium,False
25670,Brandi Taylor,30.0,Finance,43490.0,Low,False
25676,Michael Cherry,55.0,Finance,42900.0,Low,False
25676,Antonio Harris,53.0,HR,114806.0,High,True
25677,Valerie Gonzales,56.0,HR,78498.0,Medium,False
25679,Linda Gonzales,60.0,IT,44852.0,Low,False
25689,Renee Wilkins,21.0,Sales,79859.0,Medium,False
25689,Hannah Taylor,53.0,Marketing,53546.0,Medium,False
25698,Mark Wright,35.0,IT,111375.0,High,False
25704,Ashley Perez,55.0,Admin,87162.0,Medium,True
25707,Christopher Morgan,50.0,Sales,102547.0,High,False
25714,Deanna Montgomery,44.0,IT,59092.0,Medium,False
25714,Gary Pham,43.0,Marketing,91031.0,Medium,False
25714,Brian Velazquez,38.0,Sales,118113.0,High,False
25726,Alexis Smith,40.0,Admin,71655.0,Medium,False
25732,Adam West,43.0,IT,61740.0,Medium,False
25733,Annette Fernandez,30.0,IT,64199.0,Medium,False
25735,Kristin Riley,41.0,Finance,99650.0,Medium,False
25737,Summer Johnson,21.0,Finance,113320.0,High,False
25755,Cindy Jefferson,41.0,Admin,47493.0,Low,False
25756,Edward Nelson,55.0,Admin,74556.0,Medium,False
25761,David Smith,40.0,Operations,79913.0,Medium,False
25765,Isaiah Miller,48.0,Operations,118547.0,High,False
25779,April Atkinson,46.0,Admin,63935.0,Medium,False
25786,Jason Franklin,33.0,Admin,40214.0,Low,False
25788,Tamara Coleman,48.0,Marketing,85674.0,Medium,False
25794,Logan Jones,24.0,Finance,50695.0,Medium,False
25807,Ashley Thomas,54.0,Marketing,100540.0,High,True
25819,Rebecca Garcia,38.0,IT,79859.0,Medium,False
25832,Grant Carpenter,60.0,Finance,70279.0,Medium,False
25835,Wesley Elliott,42.0,IT,101019.0,High,False
25844,Kevin Nguyen,54.0,IT,104650.0,High,True
25847,Justin Rodriguez,48.0,HR,79859.0,Medium,False
25853,Heather Lee,35.0,Admin,50938.0,Medium,False
25861,Steve Harvey Jr.,51.0,Sales,106074.0,High,True
25862,Bobby Steele,23.0,IT,41981.0,Low,False
25871,Jennifer Greer,46.0,Marketing,79859.0,Medium,False
25872,Lisa Campos,29.0,Marketing,57403.0,Medium,False
25873,Justin Wu,25.0,Admin,68364.0,Medium,False
25876,Michael Smith,20.0,Admin,44903.0,Low,False
25880,Megan Jacobs,40.0,Finance,107786.0,High,False
25888,Lisa Holland,57.0,Admin,101257.0,High,True
25904,Alexis Martinez,23.0,Finance,62144.0,Medium,False
25915,Misty Thomas,46.0,Admin,42079.0,Low,False
25918,Dr. David Hardy,29.0,Sales,45150.0,Low,False
25920,Rebecca Arellano,55.0,Finance,65172.0,Medium,False
25928,Rhonda Bishop,40.0,HR,104942.0,High,False
25946,Lacey Graham,23.0,Finance,119175.0,High,False
25964,Thomas Miller,55.0,Sales,110441.0,High,True
25973,Jody Baker,25.0,Marketing,79018.0,Medium,False
